asset_id,t01_type
239793.jpg,0.0
161580.jpg,1.0
136017.jpg,0.0
124634.jpg,0.0
208114.jpg,1.0
204876.jpg,0.0
136823.jpg,1.0
167729.jpg,1.0
218331.jpg,0.0
71757.jpg,1.0
286027.jpg,0.0
92010.jpg,1.0
211635.jpg,0.0
137698.jpg,0.0
274432.jpg,1.0
232392.jpg,1.0
126047.jpg,0.0
41540.jpg,0.0
103107.jpg,0.0
178578.jpg,0.0
101658.jpg,0.0
138152.jpg,0.0
229669.jpg,0.0
281678.jpg,0.0
13404.jpg,1.0
10385.jpg,0.0
85101.jpg,1.0
291236.jpg,1.0
178577.jpg,0.0
32010.jpg,0.0
194488.jpg,0.0
244010.jpg,0.0
121982.jpg,0.0
21008.jpg,0.0
253616.jpg,1.0
234703.jpg,0.0
238441.jpg,0.0
276907.jpg,0.0
7576.jpg,0.0
164615.jpg,1.0
106609.jpg,1.0
84811.jpg,1.0
151928.jpg,0.0
105598.jpg,0.0
124060.jpg,0.0
152386.jpg,0.0
271666.jpg,1.0
87117.jpg,0.0
216944.jpg,0.0
69976.jpg,0.0
203825.jpg,0.0
63680.jpg,0.0
141866.jpg,1.0
65390.jpg,0.0
162921.jpg,0.0
95892.jpg,0.0
127600.jpg,0.0
141404.jpg,1.0
216482.jpg,0.0
166948.jpg,0.0
38031.jpg,1.0
39426.jpg,1.0
119356.jpg,1.0
143906.jpg,0.0
91314.jpg,1.0
200671.jpg,0.0
81756.jpg,1.0
206856.jpg,1.0
240598.jpg,0.0
134455.jpg,1.0
240793.jpg,0.0
222523.jpg,0.0
47717.jpg,1.0
36794.jpg,1.0
130334.jpg,1.0
141880.jpg,0.0
31045.jpg,1.0
26015.jpg,1.0
136369.jpg,0.0
136555.jpg,1.0
29967.jpg,0.0
176812.jpg,1.0
164335.jpg,0.0
7515.jpg,0.0
201630.jpg,0.0
7382.jpg,0.0
178723.jpg,0.0
67220.jpg,0.0
219100.jpg,0.0
190799.jpg,0.0
37907.jpg,0.0
71798.jpg,1.0
293451.jpg,0.0
11859.jpg,1.0
33900.jpg,1.0
89534.jpg,0.0
11905.jpg,0.0
126869.jpg,1.0
294040.jpg,0.0
33725.jpg,0.0
127495.jpg,1.0
105878.jpg,1.0
175815.jpg,1.0
45148.jpg,1.0
164046.jpg,0.0
93392.jpg,1.0
150113.jpg,1.0
36685.jpg,0.0
100538.jpg,1.0
122030.jpg,1.0
97431.jpg,1.0
92885.jpg,1.0
284453.jpg,0.0
196481.jpg,0.0
142875.jpg,0.0
116062.jpg,0.0
166898.jpg,1.0
99192.jpg,1.0
58286.jpg,1.0
94083.jpg,1.0
91538.jpg,0.0
66412.jpg,0.0
138445.jpg,1.0
204481.jpg,1.0
20216.jpg,1.0
7847.jpg,0.0
132903.jpg,0.0
152195.jpg,0.0
137220.jpg,1.0
68528.jpg,0.0
10280.jpg,0.0
9306.jpg,1.0
227613.jpg,0.0
172625.jpg,0.0
69125.jpg,0.0
177614.jpg,0.0
105692.jpg,0.0
243428.jpg,0.0
201028.jpg,1.0
161457.jpg,0.0
178691.jpg,0.0
67896.jpg,0.0
65228.jpg,1.0
68729.jpg,1.0
65091.jpg,1.0
154774.jpg,0.0
111901.jpg,0.0
124475.jpg,0.0
123051.jpg,1.0
118885.jpg,1.0
36355.jpg,1.0
142493.jpg,1.0
97612.jpg,0.0
25885.jpg,1.0
71689.jpg,0.0
126815.jpg,0.0
168255.jpg,0.0
125785.jpg,1.0
239351.jpg,0.0
25054.jpg,0.0
149718.jpg,1.0
244007.jpg,0.0
240959.jpg,0.0
231035.jpg,1.0
140190.jpg,0.0
150842.jpg,1.0
33970.jpg,1.0
283762.jpg,0.0
100811.jpg,1.0
83014.jpg,0.0
9790.jpg,1.0
89388.jpg,0.0
100202.jpg,0.0
93863.jpg,0.0
34335.jpg,0.0
153300.jpg,1.0
161260.jpg,0.0
91179.jpg,0.0
200279.jpg,0.0
14782.jpg,1.0
214667.jpg,0.0
230927.jpg,0.0
143046.jpg,0.0
113711.jpg,1.0
174331.jpg,1.0
45911.jpg,1.0
60616.jpg,1.0
69586.jpg,1.0
68987.jpg,0.0
65719.jpg,1.0
161168.jpg,0.0
35080.jpg,0.0
180559.jpg,1.0
166990.jpg,0.0
73307.jpg,0.0
160938.jpg,1.0
47318.jpg,1.0
83013.jpg,0.0
220570.jpg,1.0
66810.jpg,0.0
95290.jpg,1.0
276368.jpg,0.0
47725.jpg,0.0
71763.jpg,1.0
70633.jpg,1.0
209168.jpg,1.0
172100.jpg,1.0
137924.jpg,1.0
227893.jpg,0.0
115162.jpg,0.0
169048.jpg,1.0
158822.jpg,1.0
75638.jpg,0.0
214054.jpg,0.0
139819.jpg,1.0
249770.jpg,1.0
14637.jpg,1.0
157415.jpg,0.0
65391.jpg,0.0
48079.jpg,1.0
150119.jpg,1.0
156357.jpg,1.0
279594.jpg,1.0
181866.jpg,0.0
116579.jpg,1.0
134674.jpg,0.0
126154.jpg,1.0
232464.jpg,0.0
134667.jpg,1.0
193830.jpg,1.0
155980.jpg,1.0
141629.jpg,0.0
137819.jpg,0.0
38114.jpg,0.0
195244.jpg,0.0
36675.jpg,1.0
194864.jpg,0.0
1251.jpg,0.0
85337.jpg,0.0
197459.jpg,0.0
169240.jpg,0.0
173521.jpg,0.0
238316.jpg,0.0
177001.jpg,0.0
36857.jpg,1.0
3258.jpg,0.0
51987.jpg,0.0
219082.jpg,0.0
211167.jpg,1.0
155333.jpg,1.0
58548.jpg,0.0
56139.jpg,0.0
148292.jpg,0.0
194132.jpg,1.0
148033.jpg,0.0
28369.jpg,1.0
221597.jpg,0.0
37736.jpg,1.0
92903.jpg,0.0
120397.jpg,1.0
187509.jpg,1.0
26188.jpg,1.0
63781.jpg,0.0
1695.jpg,0.0
122285.jpg,0.0
85736.jpg,1.0
60462.jpg,1.0
216062.jpg,0.0
131651.jpg,0.0
97711.jpg,0.0
24512.jpg,0.0
280061.jpg,1.0
91659.jpg,1.0
94057.jpg,0.0
78166.jpg,0.0
209311.jpg,1.0
1984.jpg,0.0
36565.jpg,1.0
125254.jpg,0.0
80706.jpg,1.0
92152.jpg,0.0
82509.jpg,0.0
132427.jpg,0.0
119816.jpg,1.0
240141.jpg,1.0
30647.jpg,0.0
33117.jpg,1.0
207101.jpg,0.0
169375.jpg,0.0
184117.jpg,0.0
12037.jpg,1.0
45939.jpg,1.0
244714.jpg,0.0
180028.jpg,1.0
98889.jpg,1.0
21488.jpg,0.0
7946.jpg,1.0
143825.jpg,1.0
201052.jpg,0.0
220360.jpg,0.0
106009.jpg,1.0
38019.jpg,1.0
129211.jpg,0.0
161944.jpg,0.0
152410.jpg,0.0
44679.jpg,0.0
89429.jpg,0.0
153992.jpg,1.0
216440.jpg,0.0
229903.jpg,1.0
143983.jpg,0.0
122063.jpg,0.0
288294.jpg,0.0
21458.jpg,0.0
59951.jpg,0.0
160322.jpg,0.0
88662.jpg,0.0
216142.jpg,1.0
80809.jpg,0.0
124677.jpg,1.0
31569.jpg,0.0
35682.jpg,0.0
173308.jpg,0.0
77335.jpg,0.0
97144.jpg,0.0
136387.jpg,1.0
136036.jpg,1.0
226437.jpg,1.0
87299.jpg,0.0
51434.jpg,1.0
108545.jpg,1.0
107558.jpg,0.0
208625.jpg,1.0
152778.jpg,1.0
197418.jpg,0.0
28258.jpg,1.0
286968.jpg,1.0
109406.jpg,1.0
90738.jpg,1.0
49224.jpg,0.0
88323.jpg,0.0
21491.jpg,0.0
290288.jpg,1.0
18200.jpg,0.0
15194.jpg,1.0
211591.jpg,0.0
167449.jpg,1.0
134629.jpg,1.0
10817.jpg,0.0
54070.jpg,0.0
238290.jpg,0.0
282460.jpg,1.0
218551.jpg,0.0
217516.jpg,1.0
130325.jpg,1.0
177084.jpg,1.0
26437.jpg,1.0
17518.jpg,0.0
196218.jpg,0.0
201638.jpg,1.0
47722.jpg,1.0
97398.jpg,1.0
107620.jpg,1.0
33880.jpg,0.0
216071.jpg,0.0
42161.jpg,0.0
37232.jpg,1.0
140210.jpg,0.0
109596.jpg,1.0
71614.jpg,1.0
110216.jpg,1.0
85717.jpg,0.0
75987.jpg,0.0
194904.jpg,0.0
273274.jpg,1.0
180623.jpg,0.0
237850.jpg,0.0
112946.jpg,1.0
188791.jpg,0.0
110695.jpg,0.0
91230.jpg,0.0
231607.jpg,0.0
21213.jpg,1.0
142614.jpg,0.0
181872.jpg,0.0
33693.jpg,1.0
142074.jpg,1.0
97356.jpg,1.0
193640.jpg,1.0
169963.jpg,0.0
132270.jpg,1.0
36735.jpg,0.0
234467.jpg,0.0
205582.jpg,0.0
45280.jpg,0.0
144250.jpg,0.0
143458.jpg,0.0
118021.jpg,0.0
168885.jpg,0.0
56031.jpg,1.0
184925.jpg,0.0
140392.jpg,1.0
178841.jpg,0.0
106983.jpg,1.0
122329.jpg,0.0
84524.jpg,0.0
241370.jpg,0.0
32033.jpg,0.0
70909.jpg,0.0
98470.jpg,1.0
215314.jpg,0.0
73389.jpg,0.0
44370.jpg,1.0
63636.jpg,1.0
100654.jpg,0.0
150559.jpg,0.0
218827.jpg,1.0
143481.jpg,0.0
186579.jpg,0.0
217151.jpg,0.0
195648.jpg,0.0
41833.jpg,0.0
134420.jpg,0.0
217272.jpg,0.0
276465.jpg,1.0
242238.jpg,0.0
45059.jpg,1.0
94558.jpg,1.0
101002.jpg,1.0
204059.jpg,0.0
208160.jpg,0.0
92332.jpg,0.0
136143.jpg,0.0
66472.jpg,0.0
26287.jpg,0.0
18556.jpg,0.0
9292.jpg,1.0
99182.jpg,0.0
42277.jpg,0.0
216537.jpg,0.0
99827.jpg,0.0
72009.jpg,0.0
41752.jpg,1.0
110851.jpg,0.0
290033.jpg,1.0
31047.jpg,0.0
110737.jpg,0.0
127367.jpg,1.0
59647.jpg,0.0
136042.jpg,0.0
165285.jpg,0.0
169562.jpg,0.0
215253.jpg,0.0
100329.jpg,1.0
226681.jpg,1.0
227149.jpg,0.0
29951.jpg,1.0
69295.jpg,1.0
149290.jpg,0.0
129681.jpg,0.0
128156.jpg,0.0
196811.jpg,1.0
209014.jpg,1.0
32621.jpg,0.0
129773.jpg,1.0
92910.jpg,1.0
175706.jpg,0.0
122644.jpg,0.0
206962.jpg,0.0
233710.jpg,1.0
145354.jpg,1.0
148158.jpg,0.0
125723.jpg,1.0
205146.jpg,0.0
63933.jpg,0.0
136344.jpg,1.0
83389.jpg,1.0
92957.jpg,0.0
24701.jpg,1.0
94873.jpg,0.0
9290.jpg,1.0
54350.jpg,0.0
103564.jpg,0.0
14824.jpg,0.0
162042.jpg,1.0
145632.jpg,0.0
136025.jpg,0.0
77189.jpg,0.0
97569.jpg,0.0
121573.jpg,0.0
121443.jpg,1.0
231103.jpg,1.0
275014.jpg,0.0
103583.jpg,0.0
97666.jpg,0.0
279898.jpg,0.0
138697.jpg,0.0
127859.jpg,1.0
179160.jpg,1.0
61128.jpg,0.0
235593.jpg,1.0
145340.jpg,0.0
227093.jpg,0.0
12309.jpg,0.0
15630.jpg,0.0
131029.jpg,0.0
229140.jpg,0.0
43995.jpg,0.0
120389.jpg,0.0
143955.jpg,0.0
226963.jpg,1.0
212639.jpg,1.0
99608.jpg,1.0
69880.jpg,0.0
70229.jpg,0.0
118155.jpg,1.0
62961.jpg,1.0
141932.jpg,1.0
190917.jpg,0.0
143883.jpg,1.0
68847.jpg,0.0
44675.jpg,0.0
243633.jpg,0.0
162941.jpg,0.0
123056.jpg,0.0
36617.jpg,1.0
6541.jpg,1.0
91231.jpg,0.0
139806.jpg,0.0
126865.jpg,1.0
198810.jpg,0.0
14253.jpg,0.0
11706.jpg,1.0
33335.jpg,0.0
138670.jpg,0.0
83693.jpg,1.0
136720.jpg,0.0
31228.jpg,0.0
126876.jpg,1.0
88731.jpg,1.0
41886.jpg,1.0
178181.jpg,1.0
199702.jpg,1.0
153865.jpg,1.0
219959.jpg,0.0
40636.jpg,0.0
92043.jpg,1.0
172856.jpg,0.0
218277.jpg,0.0
66337.jpg,0.0
55104.jpg,1.0
55844.jpg,1.0
150616.jpg,0.0
67814.jpg,0.0
87377.jpg,0.0
30908.jpg,1.0
124472.jpg,1.0
85604.jpg,1.0
12192.jpg,0.0
123668.jpg,1.0
83211.jpg,0.0
103957.jpg,0.0
172065.jpg,0.0
249016.jpg,1.0
129340.jpg,1.0
57985.jpg,0.0
4694.jpg,0.0
68692.jpg,1.0
232543.jpg,0.0
100343.jpg,1.0
234484.jpg,1.0
122645.jpg,1.0
120729.jpg,1.0
124505.jpg,0.0
79555.jpg,1.0
118690.jpg,1.0
169151.jpg,0.0
28162.jpg,0.0
36297.jpg,1.0
130717.jpg,1.0
63400.jpg,1.0
20384.jpg,0.0
163686.jpg,0.0
109194.jpg,0.0
134510.jpg,1.0
121253.jpg,0.0
163742.jpg,0.0
76984.jpg,1.0
207018.jpg,0.0
250749.jpg,1.0
136356.jpg,0.0
127881.jpg,1.0
47604.jpg,1.0
34313.jpg,1.0
59759.jpg,0.0
37666.jpg,1.0
66061.jpg,0.0
32247.jpg,1.0
230603.jpg,1.0
197500.jpg,0.0
17585.jpg,1.0
132900.jpg,0.0
151225.jpg,1.0
152089.jpg,0.0
121973.jpg,1.0
294570.jpg,0.0
294774.jpg,0.0
234551.jpg,1.0
111900.jpg,1.0
235625.jpg,0.0
161315.jpg,0.0
14972.jpg,1.0
208468.jpg,1.0
132289.jpg,1.0
125392.jpg,1.0
207237.jpg,1.0
200571.jpg,1.0
159401.jpg,1.0
137894.jpg,0.0
109604.jpg,0.0
230850.jpg,0.0
144368.jpg,1.0
56115.jpg,0.0
107241.jpg,1.0
171982.jpg,1.0
219771.jpg,0.0
142700.jpg,1.0
235102.jpg,0.0
70059.jpg,1.0
140589.jpg,1.0
103616.jpg,0.0
127486.jpg,1.0
231200.jpg,1.0
287057.jpg,1.0
170855.jpg,1.0
5033.jpg,0.0
141183.jpg,1.0
131492.jpg,1.0
166903.jpg,1.0
193969.jpg,0.0
150808.jpg,1.0
121583.jpg,1.0
125238.jpg,0.0
110637.jpg,0.0
128599.jpg,0.0
142695.jpg,0.0
66326.jpg,0.0
224968.jpg,0.0
88844.jpg,1.0
9701.jpg,1.0
132174.jpg,1.0
89487.jpg,0.0
132137.jpg,0.0
232882.jpg,1.0
149132.jpg,1.0
72335.jpg,1.0
138154.jpg,1.0
67355.jpg,0.0
6759.jpg,0.0
156986.jpg,0.0
65338.jpg,1.0
144482.jpg,0.0
111155.jpg,0.0
170735.jpg,0.0
143042.jpg,1.0
11900.jpg,0.0
88677.jpg,0.0
92696.jpg,1.0
225648.jpg,0.0
71375.jpg,1.0
25581.jpg,0.0
98236.jpg,0.0
173877.jpg,0.0
175703.jpg,0.0
233517.jpg,0.0
176828.jpg,0.0
28032.jpg,1.0
25464.jpg,0.0
48792.jpg,0.0
64857.jpg,0.0
215689.jpg,1.0
54359.jpg,0.0
155717.jpg,0.0
197495.jpg,0.0
17950.jpg,1.0
106375.jpg,1.0
11976.jpg,1.0
241561.jpg,0.0
274959.jpg,0.0
131471.jpg,1.0
42196.jpg,1.0
222204.jpg,0.0
111107.jpg,1.0
178670.jpg,0.0
76056.jpg,0.0
153085.jpg,0.0
176998.jpg,0.0
279830.jpg,0.0
157383.jpg,0.0
139000.jpg,1.0
214869.jpg,1.0
66673.jpg,1.0
139715.jpg,1.0
138675.jpg,0.0
92009.jpg,0.0
32832.jpg,0.0
151499.jpg,1.0
134536.jpg,1.0
170823.jpg,1.0
50222.jpg,0.0
61740.jpg,0.0
58688.jpg,0.0
95888.jpg,0.0
122542.jpg,0.0
155109.jpg,0.0
141154.jpg,0.0
58633.jpg,1.0
170831.jpg,1.0
3376.jpg,0.0
200206.jpg,0.0
35305.jpg,1.0
131646.jpg,1.0
280755.jpg,0.0
197193.jpg,1.0
168854.jpg,0.0
15191.jpg,1.0
207972.jpg,1.0
157196.jpg,1.0
228956.jpg,1.0
136597.jpg,0.0
170889.jpg,1.0
125871.jpg,1.0
234764.jpg,0.0
48263.jpg,0.0
216892.jpg,1.0
92921.jpg,0.0
30545.jpg,1.0
241489.jpg,0.0
34813.jpg,0.0
52308.jpg,1.0
113178.jpg,0.0
126813.jpg,0.0
403.jpg,0.0
279259.jpg,0.0
23791.jpg,1.0
11280.jpg,0.0
75869.jpg,0.0
145203.jpg,0.0
253993.jpg,1.0
223717.jpg,0.0
112761.jpg,1.0
156687.jpg,0.0
126160.jpg,0.0
285982.jpg,0.0
24427.jpg,0.0
244625.jpg,0.0
217306.jpg,0.0
121600.jpg,1.0
68234.jpg,0.0
198174.jpg,1.0
143477.jpg,1.0
44873.jpg,1.0
18220.jpg,0.0
81401.jpg,1.0
215587.jpg,0.0
156931.jpg,1.0
9095.jpg,0.0
177348.jpg,0.0
216441.jpg,0.0
14005.jpg,0.0
234052.jpg,0.0
32116.jpg,0.0
143404.jpg,0.0
68108.jpg,0.0
80810.jpg,1.0
48892.jpg,0.0
280327.jpg,0.0
134382.jpg,0.0
95380.jpg,0.0
96040.jpg,0.0
150086.jpg,1.0
208300.jpg,1.0
69787.jpg,1.0
169650.jpg,0.0
150998.jpg,1.0
131058.jpg,1.0
161978.jpg,0.0
77916.jpg,1.0
7425.jpg,0.0
41166.jpg,1.0
221195.jpg,0.0
244670.jpg,1.0
209646.jpg,0.0
255780.jpg,1.0
71588.jpg,1.0
138677.jpg,0.0
232586.jpg,0.0
85448.jpg,1.0
205029.jpg,1.0
119399.jpg,0.0
149218.jpg,0.0
127091.jpg,1.0
111120.jpg,0.0
247087.jpg,1.0
282329.jpg,0.0
99676.jpg,1.0
241307.jpg,0.0
127476.jpg,0.0
275802.jpg,1.0
85749.jpg,0.0
128343.jpg,0.0
132765.jpg,1.0
226650.jpg,0.0
264192.jpg,1.0
152671.jpg,1.0
141842.jpg,0.0
187520.jpg,0.0
65131.jpg,0.0
172930.jpg,0.0
294006.jpg,1.0
44123.jpg,0.0
42274.jpg,0.0
63361.jpg,0.0
109212.jpg,1.0
237171.jpg,0.0
71594.jpg,0.0
174172.jpg,0.0
19907.jpg,0.0
265001.jpg,1.0
150397.jpg,1.0
93193.jpg,1.0
148555.jpg,0.0
47205.jpg,0.0
140650.jpg,1.0
169001.jpg,0.0
245331.jpg,0.0
157389.jpg,0.0
107867.jpg,1.0
23068.jpg,1.0
244224.jpg,1.0
100911.jpg,0.0
209339.jpg,1.0
206178.jpg,0.0
229549.jpg,0.0
96835.jpg,0.0
92293.jpg,1.0
101897.jpg,1.0
211256.jpg,0.0
99160.jpg,1.0
152069.jpg,1.0
121496.jpg,1.0
122170.jpg,1.0
145630.jpg,1.0
143508.jpg,0.0
226114.jpg,0.0
228068.jpg,1.0
49963.jpg,1.0
71922.jpg,1.0
228403.jpg,0.0
251426.jpg,1.0
212848.jpg,1.0
219600.jpg,0.0
65281.jpg,1.0
187495.jpg,0.0
95297.jpg,0.0
229702.jpg,0.0
144970.jpg,0.0
193972.jpg,0.0
76532.jpg,0.0
214098.jpg,1.0
87347.jpg,0.0
93192.jpg,1.0
139305.jpg,0.0
35683.jpg,1.0
122662.jpg,1.0
32970.jpg,0.0
3241.jpg,0.0
127479.jpg,1.0
32228.jpg,0.0
122129.jpg,0.0
121836.jpg,0.0
273916.jpg,1.0
221441.jpg,1.0
143060.jpg,0.0
178168.jpg,1.0
83543.jpg,1.0
173080.jpg,0.0
148990.jpg,0.0
66571.jpg,0.0
207953.jpg,0.0
243766.jpg,0.0
130137.jpg,0.0
131933.jpg,0.0
23860.jpg,0.0
230512.jpg,1.0
260516.jpg,1.0
35127.jpg,1.0
151930.jpg,0.0
98920.jpg,0.0
62701.jpg,0.0
118546.jpg,0.0
242210.jpg,1.0
136066.jpg,1.0
65377.jpg,1.0
240475.jpg,1.0
142154.jpg,1.0
143360.jpg,0.0
48389.jpg,0.0
208308.jpg,1.0
85094.jpg,1.0
217618.jpg,0.0
253656.jpg,1.0
63932.jpg,1.0
17497.jpg,0.0
55223.jpg,0.0
151347.jpg,1.0
242192.jpg,0.0
138171.jpg,0.0
16095.jpg,1.0
107725.jpg,0.0
201969.jpg,0.0
92958.jpg,1.0
166183.jpg,1.0
79977.jpg,0.0
35343.jpg,1.0
127607.jpg,1.0
55495.jpg,1.0
179258.jpg,0.0
176455.jpg,1.0
69665.jpg,1.0
191429.jpg,1.0
249945.jpg,1.0
65119.jpg,0.0
106093.jpg,0.0
179026.jpg,1.0
83744.jpg,0.0
94546.jpg,1.0
239810.jpg,0.0
129599.jpg,0.0
103922.jpg,0.0
124482.jpg,0.0
69202.jpg,1.0
241757.jpg,0.0
110668.jpg,0.0
191152.jpg,0.0
188363.jpg,0.0
194564.jpg,0.0
148518.jpg,1.0
116927.jpg,1.0
121297.jpg,1.0
231282.jpg,1.0
138079.jpg,0.0
141283.jpg,0.0
99464.jpg,1.0
151936.jpg,0.0
77399.jpg,0.0
149383.jpg,0.0
91984.jpg,0.0
137588.jpg,1.0
161588.jpg,1.0
88115.jpg,0.0
178560.jpg,0.0
87038.jpg,0.0
32005.jpg,0.0
82331.jpg,1.0
230569.jpg,1.0
107932.jpg,1.0
16479.jpg,1.0
4984.jpg,2.0
67812.jpg,1.0
30543.jpg,0.0
107685.jpg,1.0
177887.jpg,1.0
87116.jpg,0.0
69310.jpg,0.0
67961.jpg,0.0
101638.jpg,0.0
227637.jpg,1.0
161955.jpg,1.0
132398.jpg,0.0
93992.jpg,1.0
150148.jpg,0.0
8544.jpg,1.0
54661.jpg,0.0
67857.jpg,1.0
171870.jpg,1.0
122280.jpg,0.0
97326.jpg,1.0
206785.jpg,0.0
27690.jpg,1.0
207089.jpg,0.0
126612.jpg,0.0
49903.jpg,0.0
144791.jpg,0.0
61579.jpg,0.0
171552.jpg,0.0
284935.jpg,0.0
24315.jpg,1.0
172208.jpg,1.0
140400.jpg,0.0
236703.jpg,1.0
64734.jpg,0.0
174268.jpg,0.0
85517.jpg,0.0
286197.jpg,0.0
13247.jpg,1.0
288127.jpg,1.0
57936.jpg,1.0
3763.jpg,0.0
150585.jpg,0.0
181187.jpg,1.0
19670.jpg,0.0
91319.jpg,1.0
149465.jpg,1.0
223345.jpg,0.0
98641.jpg,1.0
36984.jpg,0.0
175509.jpg,0.0
172643.jpg,0.0
217194.jpg,0.0
44630.jpg,0.0
138624.jpg,1.0
142778.jpg,1.0
184566.jpg,1.0
289051.jpg,0.0
140483.jpg,1.0
232659.jpg,0.0
38021.jpg,1.0
71295.jpg,0.0
64860.jpg,1.0
206711.jpg,0.0
22880.jpg,0.0
142792.jpg,0.0
32357.jpg,1.0
201968.jpg,1.0
150364.jpg,0.0
215125.jpg,0.0
110731.jpg,0.0
128824.jpg,0.0
113138.jpg,1.0
162808.jpg,0.0
69053.jpg,1.0
89744.jpg,0.0
285650.jpg,0.0
116016.jpg,0.0
70933.jpg,1.0
170568.jpg,0.0
176498.jpg,1.0
27881.jpg,1.0
83860.jpg,0.0
99343.jpg,0.0
169956.jpg,0.0
127282.jpg,1.0
21801.jpg,0.0
110166.jpg,1.0
133066.jpg,1.0
114284.jpg,0.0
37921.jpg,1.0
52273.jpg,1.0
148450.jpg,0.0
218465.jpg,1.0
31965.jpg,0.0
43838.jpg,0.0
233838.jpg,1.0
188696.jpg,1.0
217004.jpg,0.0
99748.jpg,0.0
258186.jpg,1.0
208372.jpg,0.0
155063.jpg,1.0
140252.jpg,0.0
170381.jpg,0.0
130027.jpg,0.0
142494.jpg,0.0
92249.jpg,1.0
206636.jpg,0.0
135551.jpg,1.0
162374.jpg,1.0
85671.jpg,0.0
16260.jpg,1.0
46596.jpg,1.0
116905.jpg,0.0
255115.jpg,1.0
131608.jpg,0.0
206690.jpg,0.0
27964.jpg,0.0
64963.jpg,1.0
110899.jpg,1.0
49028.jpg,1.0
41439.jpg,1.0
224739.jpg,1.0
74605.jpg,1.0
77327.jpg,0.0
200060.jpg,0.0
48754.jpg,0.0
7565.jpg,0.0
19878.jpg,0.0
134457.jpg,0.0
2732.jpg,1.0
228005.jpg,1.0
180896.jpg,0.0
181030.jpg,0.0
46561.jpg,0.0
140655.jpg,1.0
153929.jpg,0.0
88851.jpg,1.0
189103.jpg,0.0
237070.jpg,0.0
3236.jpg,0.0
17297.jpg,0.0
89984.jpg,1.0
229476.jpg,1.0
88679.jpg,0.0
223132.jpg,1.0
77522.jpg,0.0
95274.jpg,0.0
140041.jpg,0.0
70793.jpg,0.0
173910.jpg,0.0
145126.jpg,1.0
158977.jpg,1.0
71302.jpg,0.0
81755.jpg,0.0
216006.jpg,1.0
36174.jpg,0.0
136026.jpg,0.0
123205.jpg,1.0
199663.jpg,0.0
164255.jpg,1.0
187996.jpg,1.0
19397.jpg,0.0
128356.jpg,0.0
284212.jpg,1.0
17301.jpg,0.0
31961.jpg,0.0
101420.jpg,0.0
153906.jpg,0.0
139436.jpg,1.0
31190.jpg,0.0
164827.jpg,1.0
102568.jpg,1.0
80691.jpg,1.0
270471.jpg,1.0
240568.jpg,1.0
214904.jpg,0.0
218276.jpg,1.0
11968.jpg,0.0
216617.jpg,1.0
112738.jpg,1.0
123114.jpg,1.0
48452.jpg,1.0
132446.jpg,1.0
117022.jpg,0.0
110584.jpg,1.0
157020.jpg,1.0
200063.jpg,0.0
198699.jpg,0.0
